idx,ADA-USD,BIZD,BKLN,BNB-USD,BTC-USD,CL=F,CWB,DOGE-USD,ETH-USD,FXE,GDX,GDXJ,GLD,HG=F,HYG,IEF,IWF,IWM,JJC,LQD,MBB,MDY,MTUM,MUB,NG=F,PFF,QQQ,QUAL,SDY,SHY,SPHB,SPLV,TIP,TLT,UDN,UNG,USDT-USD,USO,UUP,VIXM,VIXY,VNQ,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XMR-USD,XOP,XRP-USD
2022-10-19 14:45:00,0.4025785159721884,13.822873566203873,20.723096124127018,326.00587896535046,20369.82394417131,88.11927899857811,63.88891710846818,0.12075762955867825,1567.7715062811171,90.16269367242315,22.844033866387143,27.69347138046692,151.6398734088376,3.533470452638773,72.16477972456096,93.71812126307475,213.35314186604558,170.34631167270953,16.7476799395637,100.19720382626588,89.32240280533142,418.16701466359837,138.22438028073034,103.050879173396,5.706797152195337,30.483259160120596,269.35581315963316,106.50430364241545,115.68435295565214,80.82786855629517,58.008541232299216,58.51812016999066,105.08088195089518,96.66562352816135,17.026389399812,19.249736307915192,1.0000329649722066,70.04473212054067,30.37899108469539,35.768246381547605,16.872308536158467,77.79678581180791,70.22535129493365,84.19641733061154,31.690543417920846,87.66389992832741,120.40891340948643,68.74750661353424,63.507864265481636,124.21645201240312,140.30069818160186,147.7498232680411,145.72650902749092,0.45264847850744083
2022-10-19 15:00:00,0.4025785159721884,13.825616833306567,20.71738115026389,326.00587896535046,20369.82394417131,88.11927899857811,63.90753337705986,0.12075762955867825,1567.7715062811171,90.17290625212243,22.853713384556595,27.69315966752219,151.6282505485414,3.533470452638773,72.20118992856682,93.71645371771993,213.47311954671142,170.45501468427608,16.7476799395637,100.18688816600583,89.32321092802023,418.2446336220335,138.28874915949368,103.0466466789968,5.706797152195337,30.493984361863358,269.4551567441402,106.52493331722842,115.70856201802215,80.82842804240849,58.060945002184354,58.54136669159243,105.068842870892,96.6386038394596,17.02345316127058,19.182208380254178,1.0000329649722066,70.07229182194568,30.37572015477278,35.7690641402963,16.866907755793683,77.84038407937273,70.23953749012605,84.28903987244159,31.689541881313477,87.68887649364797,120.46282591280767,68.74912797931997,63.55361259748082,124.30716046841492,140.41041906028616,147.7498232680411,145.87504887498824,0.45264847850744083
2022-10-19 15:15:00,0.4025785159721884,13.826287417496523,20.715604490826863,326.00587896535046,20369.82394417131,88.11927899857811,63.917928418092565,0.12075762955867825,1567.7715062811171,90.16944101867124,22.85806350178562,27.687293553546603,151.62193722716776,3.533470452638773,72.22538133440102,93.70099503633024,213.57458526194455,170.54756956148955,16.7476799395637,100.17112111584831,89.32246500855135,418.2920208276569,138.34984388630394,103.04203966022848,5.706797152195337,30.50347400487417,269.55654160952344,106.55485476654032,115.73401232007106,80.82735356853834,58.07009443065639,58.64024786832406,105.06189081853233,96.58256197664517,17.02292235816921,19.17503045351427,1.0000329649722066,70.09319473044035,30.37617470556427,35.72651721425413,16.790288155428286,77.91119741215542,70.26585765540523,84.35229014020109,31.69689069965139,87.73907452023803,120.4953220235878,68.76092811200826,63.597365489211455,124.35765034173961,140.5151435133908,147.7498232680411,145.94940676511123,0.45264847850744083
2022-10-19 15:30:00,0.4025785159721884,13.827012339739564,20.71171564659977,326.00587896535046,20369.82394417131,88.11927899857811,63.927639318162555,0.12075762955867825,1567.7715062811171,90.18970993700313,22.86923207733451,27.691462883605436,151.61858807603045,3.533470452638773,72.22957541437327,93.6805780797256,213.69489147073423,170.58227266224682,16.7476799395637,100.14391076191787,89.32857159591595,418.3479080724175,138.4020559798047,103.03260617761514,5.706797152195337,30.51039744371352,269.67410909058236,106.63049292304372,115.77306814721668,80.82676696667096,58.07170069508069,58.64786899754453,105.06586059272473,96.54822220676049,17.02329204670494,19.15970244093049,1.0000329649722066,70.13213009658365,30.376081701616226,35.684712185459276,16.783807791407078,77.96099304729498,70.29432819710306,84.41603427322096,31.70875571011832,87.78917941343352,120.56677970940339,68.77826167637468,63.6426012284232,124.416891987604,140.60486606643187,147.7498232680411,146.07719156260532,0.45264847850744083
2022-10-19 15:45:00,0.4025785159721884,13.86730742666219,20.705778394090355,326.00587896535046,20369.82394417131,88.11927899857811,63.94073608189322,0.12075762955867825,1567.7715062811171,90.18971960209082,22.877439255726365,27.69925274364679,151.62798217935946,3.533470452638773,72.22937586827474,93.65935154855016,213.76346691918064,170.60562127335044,16.7476799395637,100.12269888686075,89.34131442668445,418.37207235862763,138.43733003376806,103.00868656071212,5.706797152195337,30.5320767280399,269.79569631481405,106.65233344088567,116.0277750612974,80.8267148019055,58.014117716013075,58.65291591922091,105.06765751580171,96.52161980809746,17.023292894430487,19.143373759726405,1.0000329649722066,70.03732449816718,30.375405733357333,35.683954717694604,16.778911105461756,77.96590252792079,70.31437916797259,84.41323618765544,31.718139261702643,87.8454150986941,120.61776889659492,68.7959227157338,63.68723726455511,124.51322290281293,140.6722813451763,147.7498232680411,146.05693563632042,0.45264847850744083
2022-10-20 09:30:00,0.4025785159721884,13.869254091156316,20.704588338330463,326.00587896535046,20369.82394417131,88.11927899857811,63.9531906352792,0.12075762955867825,1567.7715062811171,90.18980905044333,22.893618916277177,27.734847664981455,151.64617201371973,3.533470452638773,72.20927054413747,93.64663548091362,213.86530436358217,170.68619465117158,16.724492432302252,100.09448255796464,89.34832695719884,418.4940228019444,138.48210113383587,102.99850344811276,5.706797152195337,30.54806985288822,269.91158484973414,106.66923842320608,116.09451202515443,80.82639724284768,58.022098215412306,58.664690599079286,105.10354472158585,96.50634118645071,17.02337151248743,19.106936014085765,1.0000329649722066,70.00152049706719,30.373375942679644,35.624780807877514,16.771745518771397,77.91436599163674,70.3438045571122,84.36004030059094,31.736409572372402,87.91117003933893,120.73812096561466,68.80731841385762,63.71122912324322,124.62015183913306,140.7633440011722,147.7498232680411,145.83188835863072,0.45264847850744083
2022-10-20 09:45:00,0.4025785159721884,13.874094337490988,20.704420854227585,326.00587896535046,20369.82394417131,88.11927899857811,63.94750619946225,0.12075762955867825,1567.7715062811171,90.19099371356498,22.907945524182153,27.788591351866277,151.69154983400898,3.533470452638773,72.21781345343469,93.57301784801614,213.89957951217426,170.867384569805,16.69577904574858,100.0341902928042,89.32822729099402,418.7023278495864,138.669462872865,102.99223961016689,5.706797152195337,30.536987396141352,269.96337143577097,106.66894530273558,116.08965819144757,80.80461928943515,58.05661776652677,58.64870811105764,105.11144225978114,96.30238941124416,17.02569656517491,18.88971501704851,1.0000329649722066,70.39201900843366,30.36647937829091,35.611916222069624,16.754564736754112,77.89107194036787,70.35723658106745,84.5273746168703,31.725359355899677,87.77456515963028,120.85064416974159,68.79591882537689,63.63017573827882,124.58091196737408,140.30944144102529,147.7498232680411,146.16887712247947,0.45264847850744083
2022-10-20 10:00:00,0.4025785159721884,13.881636054637244,20.70434110356119,326.00587896535046,20369.82394417131,88.11927899857811,63.94170702446099,0.12075762955867825,1567.7715062811171,90.19118999109547,22.933867624072015,27.85973874921683,151.74847069318457,3.533470452638773,72.22675349571429,93.53458032595489,213.92708849865727,170.9644297281742,16.70729916080607,99.97943275580425,89.30831072832216,418.7661473452259,138.69980385136745,102.98666710473682,5.706797152195337,30.529080329510567,270.1973459950593,106.70759118522052,116.09694444755552,80.79878620437992,58.06641208201983,58.64038971942347,105.1339735731927,96.22554267518738,17.02580514746365,18.845771687486156,1.0000329649722066,70.6839866346533,30.365429220838397,35.59210014143642,16.741438142243705,77.90991037384231,70.39417587320297,84.61916962805444,31.72398169967142,87.69932638636634,121.02506399630052,68.78336144286546,63.5820094060496,124.55167523670838,140.1324262822171,147.7498232680411,146.3929366309311,0.45264847850744083
2022-10-20 10:15:00,0.4025785159721884,13.901823567731618,20.705942783809178,326.00587896535046,20369.82394417131,88.11927899857811,63.95765400543429,0.12075762955867825,1567.7715062811171,90.19158298999304,23.033542190514495,28.054943918521015,151.85932287071526,3.533470452638773,72.30260025872002,93.51987509428075,214.14851789976257,171.13695637258002,16.905966943357953,99.98065208212888,89.2782527668049,419.0151524079028,138.87083207897385,102.97902752957418,5.706797152195337,30.524619157382055,270.6296255582982,106.9890673470372,116.16013530247335,80.79471240600706,58.08640728504305,58.63825453035224,105.15607374729638,96.17663613756389,17.030898701545656,18.82551344171848,1.0000329649722066,70.82348787114442,30.353080460351848,35.58755108871609,16.727214971344488,77.95910814891,70.5321980485215,84.67437862943389,31.746033481616774,87.71416902769576,121.27816322402167,68.78718836065627,63.54189434911819,124.55418411856644,140.13764157345122,147.7498232680411,146.61497022341666,0.45264847850744083
2022-10-20 10:30:00,0.4025785159721884,13.931340778973729,20.711810817189875,326.00587896535046,20369.82394417131,88.11927899857811,63.96503547966414,0.12075762955867825,1567.7715062811171,90.19484976007713,23.111973181670855,28.158181366275915,151.95097411364043,3.533470452638773,72.32303304624999,93.51648015664448,215.03583732639308,171.4874733892922,16.905966943357953,100.02948606934923,89.27475209730933,419.4300500405654,138.94289950134961,102.97862850818882,5.706797152195337,30.52052943366623,271.21533023578314,107.14749160807622,116.19349961906515,80.79354532670564,58.1153220716467,58.62550315896514,105.18992181430819,96.12638805297833,17.07598984278501,18.817121870840587,1.0000329649722066,70.9224107784634,30.305124859548453,35.43254121040859,16.571323492151677,77.99063187490071,70.65467150318769,84.75500751279311,31.770871262498463,87.78571046921799,121.5176642570788,68.79618229276178,63.50510445003299,124.58586829980169,140.20736488479977,147.7498232680411,146.74046137787715,0.45264847850744083
